   0   1   1   0   1  -1   1
   0   1   1   0   2  -1   1
   0   1   1   0   3  -1   2
   0   1   2   0   3  -1   2
   0   1   2   0   4  -1  11
   0   1   2   0  16  -1   1
   0   1   2   0  27  -1   1
   0   1   2   0 201  -1   2
   0   1   3   0   4  -1   4
   0   1   3   0  16  -1   1
   0   1   3   0 201  -1   1
   0   2   3   0   3  -1   1
   0   2   3   0  28  -1   9
   0   2   3   0 103  -1   9
   0   2   3   0 201  -1   1
   0   2   4   0   1  -1   1
   0   2   4   0   3  -1   5
   0   2   4   0   4  -1   7
   0   2   4   0  27  -1   3
   0   2   4   0  28  -1   5
   0   2   4   0  41  -1   3
   0   2   4   0 103  -1  12
   0   2   4   0 104  -1   6
   0   2   4   0 202  -1   1
   0   3   0   0   3  -1   3
   0   3   6   0   3  -1   1
   0   3   6   0   4  -1   1
   0   3   6   0 103  -1   1
   0   3   6   0 105  -1   6
   0   3   6   0 115  -1   2
   0   3   6   0 201  -1   3
   0   3   6   0 601  -1   5
   0   3   7   0   1  -1   3
   0   3   7   0   4  -1   1
   0   3   7   0 103  -1   4
   0   3   7   0 105  -1  11
   0   3   7   0 116  -1   2
   0   3   7   0 201  -1   2
   0   3   7   0 601  -1   6
   0   4   9   0   1  -1   4
   0   4   9   0   3  -1   3
   0   4   9   0   4  -1   5
   0   4   9   0  22  -1   2
   0   4   9   0  27  -1   2
   0   4   9   0 103  -1   1
   0   4   9   0 201  -1   8
   0   5  10   0 201  -1   2
   0   5  11   0  16  -1   1
   0   5  11   0 103  -1   1
   0   5  11   0 201  -1   1
   0   6   0   0   3  -1   3
   0   6   0   0  27  -1   3
   0   6  12   0   1  -1   5
   0   6  12   0   3  -1   4
   0   6  12   0   4  -1   3
   0   6  12   0  16  -1   1
   0   6  12   0  22  -1   1
   0   6  12   0  27  -1   2
   0   6  12   0  28  -1   1
   0   6  12   0  45  -1   1
   0   6  12   0 103  -1   3
   0   6  12   0 108  -1   6
   0   6  12   0 112  -1   4
   0   6  12   0 201  -1   2
   0   6  12   0 600  -1   3
   0   6  12   0 801  -1   2
   0   6  13   0   1  -1   1
   0   6  13   0 103  -1   4
   0   6  13   0 201  -1   2
   0   6  14   0  16  -1   1
   0   6  14   0 201  -1   1
   0   7  14   0   3  -1   1
   0   7  14   0  28  -1   2
   0   7  15   0  27  -1   2
   0   7  15   0 103  -1   1
   0   7  15   0 201  -1   1
   0   7  15   0 600  -1   1
   0   7  15   0 605  -1   1
   0   8   0   0   3  -1   2
   0   8  16   0   1  -1   3
   0   8  16   0   3  -1   3
   0   8  16   0   4  -1   1
   0   8  16   0  16  -1   1
   0   8  16   0  27  -1   1
   0   8  16   0  28  -1   1
   0   8  16   0 103  -1   3
   0   8  16   0 109  -1   2
   0   8  16   0 112  -1   1
   0   8  16   0 201  -1   4
   0   8  16   0 600  -1   1
   0   8  16   0 601  -1   1
   0   8  16   0 603  -1   1
   0   8  16   0 800  -1   1
   0   8  18   0   1  -1   1
   0   8  18   0  28  -1   1
   0   8  18   0 103  -1   2
   0   8  18   0 104  -1   1
   0   8  18   0 105  -1   2
   0   8  18   0 201  -1   2
